#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTNNA1	YWHAZ	9606.ENSP00000304669	9606.ENSP00000379287	0	0	0	0	0.062	0.056	0.600	0.145	0.656
CTNNA1	VAV2	9606.ENSP00000304669	9606.ENSP00000360916	0	0	0	0	0.062	0	0.650	0.142	0.693
CTNNA1	YAP1	9606.ENSP00000304669	9606.ENSP00000478927	0	0	0	0	0.117	0.345	0	0.671	0.793
CTNNA1	IGF2	9606.ENSP00000304669	9606.ENSP00000391826	0	0	0	0	0	0	0.900	0.102	0.906
CTNNA1	PTPN1	9606.ENSP00000304669	9606.ENSP00000360683	0	0	0	0	0.049	0.056	0.900	0.093	0.907
CTNNA1	PTPN11	9606.ENSP00000304669	9606.ENSP00000340944	0	0	0	0	0.080	0.056	0.900	0.082	0.909
CTNNA1	VEGFA	9606.ENSP00000304669	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.161	0.912
CTNNA1	EFNA1	9606.ENSP00000304669	9606.ENSP00000357392	0	0	0	0	0.092	0	0.900	0.120	0.913
CTNNA1	PIK3R1	9606.ENSP00000304669	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.233	0.920
CTNNA1	NF2	9606.ENSP00000304669	9606.ENSP00000344666	0	0	0	0	0.059	0.058	0	0.924	0.927
CTNNA1	SRC	9606.ENSP00000304669	9606.ENSP00000362680	0	0	0	0	0.123	0	0.900	0.309	0.934
CTNNA1	GNA13	9606.ENSP00000304669	9606.ENSP00000400717	0	0	0	0	0.414	0	0.900	0.061	0.940
CTNNA1	RHOA	9606.ENSP00000304669	9606.ENSP00000400175	0	0	0	0	0.062	0.275	0.900	0.524	0.963
CTNNA1	CTNND1	9606.ENSP00000304669	9606.ENSP00000382004	0	0	0	0	0.421	0.500	0.900	0.761	0.992
CTNNA1	CTNNB1	9606.ENSP00000304669	9606.ENSP00000344456	0	0	0	0	0.094	0.993	0.900	0.994	0.999
CTNNB1	DCN	9606.ENSP00000344456	9606.ENSP00000052754	0	0	0	0	0	0.061	0	0.394	0.406
CTNNB1	FGF4	9606.ENSP00000344456	9606.ENSP00000168712	0	0	0	0	0	0.056	0	0.637	0.643
CTNNB1	TNS1	9606.ENSP00000344456	9606.ENSP00000171887	0	0	0	0	0.063	0.089	0	0.593	0.623
CTNNB1	FGF20	9606.ENSP00000344456	9606.ENSP00000180166	0	0	0	0	0	0.059	0	0.516	0.525
CTNNB1	REM1	9606.ENSP00000344456	9606.ENSP00000201979	0	0	0	0	0.054	0.058	0	0.623	0.634
CTNNB1	SIRT1	9606.ENSP00000344456	9606.ENSP00000212015	0	0	0	0	0.062	0.282	0	0.834	0.879
CTNNB1	FGF22	9606.ENSP00000344456	9606.ENSP00000215530	0	0	0	0	0	0.056	0	0.487	0.495
CTNNB1	MAPK1	9606.ENSP00000344456	9606.ENSP00000215832	0	0	0	0	0.065	0.056	0	0.617	0.633
CTNNB1	MMP2	9606.ENSP00000344456	9606.ENSP00000219070	0	0	0	0	0	0.073	0	0.685	0.696
CTNNB1	TSC2	9606.ENSP00000344456	9606.ENSP00000219476	0	0	0	0	0	0	0	0.552	0.552
CTNNB1	TGFB1	9606.ENSP00000344456	9606.ENSP00000221930	0	0	0	0	0	0.064	0.900	0.617	0.961
CTNNB1	PIK3R2	9606.ENSP00000344456	9606.ENSP00000222254	0	0	0	0	0	0.078	0	0.585	0.601
CTNNB1	HGF	9606.ENSP00000344456	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.684	0.967
CTNNB1	RPS6KB1	9606.ENSP00000344456	9606.ENSP00000225577	0	0	0	0	0.084	0	0	0.590	0.608
CTNNB1	DDX5	9606.ENSP00000344456	9606.ENSP00000225792	0.045	0	0	0	0.065	0.340	0	0.966	0.977
CTNNB1	KITLG	9606.ENSP00000344456	9606.ENSP00000228280	0	0	0	0	0.062	0	0	0.467	0.479
CTNNB1	FGF6	9606.ENSP00000344456	9606.ENSP00000228837	0	0	0	0	0	0.056	0	0.565	0.572
CTNNB1	GAPDH	9606.ENSP00000344456	9606.ENSP00000229239	0.054	0	0	0	0.063	0.309	0	0.811	0.868
CTNNB1	MAPK14	9606.ENSP00000344456	9606.ENSP00000229795	0	0	0	0	0.065	0.056	0.600	0.557	0.822
CTNNB1	HBEGF	9606.ENSP00000344456	9606.ENSP00000230990	0	0	0	0	0	0	0	0.418	0.418
CTNNB1	FGF23	9606.ENSP00000344456	9606.ENSP00000237837	0	0	0	0	0	0.056	0	0.457	0.466
CTNNB1	SNAI1	9606.ENSP00000344456	9606.ENSP00000244050	0	0	0	0	0	0	0	0.956	0.957
CTNNB1	SOX9	9606.ENSP00000344456	9606.ENSP00000245479	0	0	0	0	0	0.182	0.600	0.989	0.996
CTNNB1	YWHAH	9606.ENSP00000344456	9606.ENSP00000248975	0	0	0	0	0.062	0.058	0.900	0.211	0.921
CTNNB1	MYOD1	9606.ENSP00000344456	9606.ENSP00000250003	0	0	0	0	0	0	0	0.879	0.880
CTNNB1	FOXA1	9606.ENSP00000344456	9606.ENSP00000250448	0	0	0	0	0	0.079	0	0.651	0.665
CTNNB1	RAF1	9606.ENSP00000344456	9606.ENSP00000251849	0	0	0	0	0.053	0.142	0	0.506	0.563
CTNNB1	JAG1	9606.ENSP00000344456	9606.ENSP00000254958	0	0	0	0	0.076	0.184	0	0.746	0.792
CTNNB1	KRAS	9606.ENSP00000344456	9606.ENSP00000256078	0	0	0	0	0.062	0.197	0	0.822	0.854
CTNNB1	NOTCH2	9606.ENSP00000344456	9606.ENSP00000256646	0	0	0	0	0.054	0.213	0	0.662	0.726
CTNNB1	MDM2	9606.ENSP00000344456	9606.ENSP00000258149	0	0	0	0	0	0	0	0.640	0.640
CTNNB1	SDCBP	9606.ENSP00000344456	9606.ENSP00000260130	0	0	0	0	0.064	0.082	0	0.459	0.494
CTNNB1	ITGAV	9606.ENSP00000344456	9606.ENSP00000261023	0	0	0	0	0.069	0.119	0	0.387	0.453
CTNNB1	SMAD2	9606.ENSP00000344456	9606.ENSP00000262160	0	0	0	0	0.065	0.729	0	0.989	0.997
CTNNB1	SMURF2	9606.ENSP00000344456	9606.ENSP00000262435	0	0	0	0	0.064	0.157	0	0.573	0.633
CTNNB1	TIMP2	9606.ENSP00000344456	9606.ENSP00000262768	0	0	0	0	0	0	0	0.407	0.407
CTNNB1	MAPK3	9606.ENSP00000344456	9606.ENSP00000263025	0	0	0	0	0.062	0.056	0	0.759	0.768
CTNNB1	SYP	9606.ENSP00000344456	9606.ENSP00000263233	0	0	0	0	0	0	0	0.532	0.532
CTNNB1	EP300	9606.ENSP00000344456	9606.ENSP00000263253	0	0	0	0	0.054	0.930	0.900	0.994	0.999
CTNNB1	IL1B	9606.ENSP00000344456	9606.ENSP00000263341	0	0	0	0	0	0	0	0.612	0.612
CTNNB1	NOTCH3	9606.ENSP00000344456	9606.ENSP00000263388	0	0	0	0	0.055	0.213	0	0.720	0.774
CTNNB1	KDR	9606.ENSP00000344456	9606.ENSP00000263923	0	0	0	0	0	0.225	0.900	0.978	0.998
CTNNB1	PIK3CA	9606.ENSP00000344456	9606.ENSP00000263967	0	0	0	0	0.082	0.123	0.900	0.735	0.975
CTNNB1	YWHAE	9606.ENSP00000344456	9606.ENSP00000264335	0	0	0	0	0.090	0.125	0.900	0.457	0.951
CTNNB1	FGF2	9606.ENSP00000344456	9606.ENSP00000264498	0	0	0	0	0	0.056	0	0.775	0.779
CTNNB1	STAT3	9606.ENSP00000344456	9606.ENSP00000264657	0	0	0	0	0	0	0	0.812	0.812
CTNNB1	FGF10	9606.ENSP00000344456	9606.ENSP00000264664	0	0	0	0	0	0.056	0	0.696	0.701
CTNNB1	LEF1	9606.ENSP00000344456	9606.ENSP00000265165	0	0	0	0	0.062	0.976	0.900	0.991	0.999
CTNNB1	EGF	9606.ENSP00000344456	9606.ENSP00000265171	0	0	0	0	0	0.116	0.900	0.782	0.979
CTNNB1	WNT2	9606.ENSP00000344456	9606.ENSP00000265441	0	0	0	0	0.053	0.180	0.540	0.908	0.962
CTNNB1	ERBB3	9606.ENSP00000344456	9606.ENSP00000267101	0	0	0	0	0.062	0.461	0	0.708	0.839
CTNNB1	PXN	9606.ENSP00000344456	9606.ENSP00000267257	0	0	0	0	0	0.324	0	0.978	0.985
CTNNB1	FGF7	9606.ENSP00000344456	9606.ENSP00000267843	0	0	0	0	0	0.056	0	0.587	0.594
CTNNB1	IGF1R	9606.ENSP00000344456	9606.ENSP00000268035	0	0	0	0	0.062	0.386	0.900	0.842	0.989
CTNNB1	TP53	9606.ENSP00000344456	9606.ENSP00000269305	0	0	0	0	0	0	0	0.863	0.863
CTNNB1	ERBB2	9606.ENSP00000344456	9606.ENSP00000269571	0	0	0	0	0	0.760	0.900	0.989	0.999
CTNNB1	FGF18	9606.ENSP00000344456	9606.ENSP00000274625	0	0	0	0	0	0.056	0	0.512	0.520
CTNNB1	GNA12	9606.ENSP00000344456	9606.ENSP00000275364	0	0	0	0	0.053	0	0.900	0.155	0.913
CTNNB1	EGFR	9606.ENSP00000344456	9606.ENSP00000275493	0	0	0	0	0.062	0.789	0.900	0.990	0.999
CTNNB1	NOTCH1	9606.ENSP00000344456	9606.ENSP00000277541	0	0	0	0	0.054	0.400	0.900	0.971	0.998
CTNNB1	MYCN	9606.ENSP00000344456	9606.ENSP00000281043	0	0	0	0	0	0.105	0	0.604	0.631
CTNNB1	TJP1	9606.ENSP00000344456	9606.ENSP00000281537	0	0	0	0	0.074	0.110	0.900	0.983	0.998
CTNNB1	RANBP2	9606.ENSP00000344456	9606.ENSP00000283195	0	0	0	0	0.077	0.110	0	0.398	0.463
CTNNB1	GNAQ	9606.ENSP00000344456	9606.ENSP00000286548	0	0	0	0	0	0	0	0.531	0.531
CTNNB1	PPARG	9606.ENSP00000344456	9606.ENSP00000287820	0	0	0	0	0	0.837	0	0.986	0.997
CTNNB1	STAT5B	9606.ENSP00000344456	9606.ENSP00000293328	0	0	0	0	0	0	0	0.506	0.506
CTNNB1	WNT1	9606.ENSP00000344456	9606.ENSP00000293549	0	0	0	0	0	0.764	0.900	0.931	0.998
CTNNB1	FGF19	9606.ENSP00000344456	9606.ENSP00000294312	0	0	0	0	0	0.056	0	0.559	0.566
CTNNB1	RICTOR	9606.ENSP00000344456	9606.ENSP00000296782	0	0	0	0	0	0	0	0.408	0.408
CTNNB1	NPM1	9606.ENSP00000344456	9606.ENSP00000296930	0	0	0	0	0.063	0.110	0	0.465	0.515
CTNNB1	SHH	9606.ENSP00000344456	9606.ENSP00000297261	0	0	0	0	0	0	0	0.839	0.839
CTNNB1	MAP2K1	9606.ENSP00000344456	9606.ENSP00000302486	0	0	0	0	0.083	0.156	0	0.670	0.723
CTNNB1	IGF1	9606.ENSP00000344456	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.693	0.968
CTNNB1	HSPA4	9606.ENSP00000344456	9606.ENSP00000302961	0.047	0	0	0	0.067	0	0	0.563	0.578
CTNNB1	IRS1	9606.ENSP00000344456	9606.ENSP00000304895	0	0	0	0	0	0.182	0	0.964	0.969
CTNNB1	FOS	9606.ENSP00000344456	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.928	0.992
CTNNB1	RPTOR	9606.ENSP00000344456	9606.ENSP00000307272	0	0	0	0	0.109	0	0	0.381	0.425
CTNNB1	PRKACA	9606.ENSP00000344456	9606.ENSP00000309591	0	0	0	0	0.064	0	0.800	0.155	0.828
CTNNB1	FGF5	9606.ENSP00000344456	9606.ENSP00000311697	0	0	0	0	0	0.056	0	0.580	0.587
CTNNB1	LEP	9606.ENSP00000344456	9606.ENSP00000312652	0	0	0	0	0	0	0	0.485	0.485
CTNNB1	HNF4A	9606.ENSP00000344456	9606.ENSP00000312987	0	0	0	0	0	0.632	0	0.990	0.996
CTNNB1	KLK3	9606.ENSP00000344456	9606.ENSP00000314151	0	0	0	0	0	0	0	0.458	0.457
CTNNB1	EZH2	9606.ENSP00000344456	9606.ENSP00000320147	0	0	0	0	0.062	0.679	0	0.949	0.983
CTNNB1	PKM	9606.ENSP00000344456	9606.ENSP00000320171	0.045	0	0	0	0.071	0.651	0	0.990	0.996
CTNNB1	FGF8	9606.ENSP00000344456	9606.ENSP00000321797	0	0	0	0	0	0.056	0	0.734	0.739
CTNNB1	FGF13	9606.ENSP00000344456	9606.ENSP00000322390	0	0	0	0	0	0.056	0	0.711	0.716
CTNNB1	SOX2	9606.ENSP00000344456	9606.ENSP00000323588	0	0	0	0	0	0.501	0.600	0.982	0.996
CTNNB1	HSPA5	9606.ENSP00000344456	9606.ENSP00000324173	0.047	0	0	0	0.062	0.110	0	0.459	0.512
CTNNB1	GSK3B	9606.ENSP00000344456	9606.ENSP00000324806	0	0	0	0	0	0.968	0.900	0.993	0.999
CTNNB1	PGR	9606.ENSP00000344456	9606.ENSP00000325120	0	0	0	0	0	0.056	0	0.600	0.606
CTNNB1	SOCS1	9606.ENSP00000344456	9606.ENSP00000329418	0	0	0	0	0	0.117	0	0.361	0.411
CTNNB1	WT1	9606.ENSP00000344456	9606.ENSP00000331327	0	0	0	0	0	0.061	0	0.727	0.733
CTNNB1	SMAD3	9606.ENSP00000344456	9606.ENSP00000332973	0	0	0	0	0.064	0.836	0	0.989	0.998
CTNNB1	PRKD1	9606.ENSP00000344456	9606.ENSP00000333568	0	0	0	0	0	0	0	0.401	0.401
CTNNB1	MAPK11	9606.ENSP00000344456	9606.ENSP00000333685	0	0	0	0	0.065	0.056	0.600	0.366	0.746
CTNNB1	FGF3	9606.ENSP00000344456	9606.ENSP00000334122	0	0	0	0	0	0.056	0	0.589	0.595
CTNNB1	HSP90AA1	9606.ENSP00000344456	9606.ENSP00000335153	0	0	0	0	0.056	0.176	0	0.627	0.685
CTNNB1	FOXG1	9606.ENSP00000344456	9606.ENSP00000339004	0	0	0	0	0	0.079	0	0.649	0.663
CTNNB1	EIF4EBP1	9606.ENSP00000344456	9606.ENSP00000340691	0	0	0	0	0	0	0	0.460	0.459
CTNNB1	PTPN11	9606.ENSP00000344456	9606.ENSP00000340944	0	0	0	0	0.086	0.317	0.900	0.933	0.995
CTNNB1	PTK2	9606.ENSP00000344456	9606.ENSP00000341189	0	0	0	0	0.076	0.346	0	0.720	0.816
CTNNB1	STAT5A	9606.ENSP00000344456	9606.ENSP00000341208	0	0	0	0	0	0	0	0.515	0.515
CTNNB1	SMAD4	9606.ENSP00000344456	9606.ENSP00000341551	0	0	0	0	0.063	0.297	0.900	0.991	0.999
CTNNB1	FOXM1	9606.ENSP00000344456	9606.ENSP00000342307	0	0	0	0	0	0.506	0	0.989	0.994
CTNNB1	JAK1	9606.ENSP00000344456	9606.ENSP00000343204	0	0	0	0	0.115	0.142	0	0.442	0.539
CTNNB1	ESR2	9606.ENSP00000344456	9606.ENSP00000343925	0	0	0	0	0	0.077	0	0.518	0.536
CTNNB1	SOD2	9606.ENSP00000344456	9606.ENSP00000446252	0	0	0	0	0	0	0	0.403	0.403
CTNNB1	GPC4	9606.ENSP00000344456	9606.ENSP00000359864	0	0	0	0	0.062	0.142	0	0.322	0.406
CTNNB1	RPS6	9606.ENSP00000344456	9606.ENSP00000369757	0	0	0	0	0.066	0.110	0	0.354	0.416
CTNNB1	PIK3CG	9606.ENSP00000344456	9606.ENSP00000352121	0	0	0	0	0.081	0.056	0	0.384	0.419
CTNNB1	VEGFC	9606.ENSP00000344456	9606.ENSP00000480043	0	0	0	0	0	0	0	0.425	0.424
CTNNB1	MAP3K5	9606.ENSP00000344456	9606.ENSP00000351908	0	0	0	0	0	0.174	0	0.334	0.426
CTNNB1	SDC1	9606.ENSP00000344456	9606.ENSP00000370542	0	0	0	0	0	0	0	0.435	0.435
CTNNB1	NEDD4	9606.ENSP00000344456	9606.ENSP00000424827	0	0	0	0	0.064	0.157	0	0.344	0.437
CTNNB1	SHC1	9606.ENSP00000344456	9606.ENSP00000401303	0	0	0	0	0.062	0	0	0.436	0.449
CTNNB1	SREBF1	9606.ENSP00000344456	9606.ENSP00000348069	0	0	0	0	0	0.105	0	0.413	0.452
CTNNB1	FGF1	9606.ENSP00000344456	9606.ENSP00000480791	0	0	0	0	0	0.056	0	0.459	0.467
CTNNB1	NGF	9606.ENSP00000344456	9606.ENSP00000358525	0	0	0	0	0	0	0	0.474	0.474
CTNNB1	KL	9606.ENSP00000344456	9606.ENSP00000369442	0	0	0	0	0	0	0	0.476	0.476
CTNNB1	SH3GL2	9606.ENSP00000344456	9606.ENSP00000369981	0	0	0	0	0.065	0.078	0	0.440	0.476
CTNNB1	SLC2A1	9606.ENSP00000344456	9606.ENSP00000416293	0	0	0	0	0	0.056	0	0.473	0.481
CTNNB1	SAG	9606.ENSP00000344456	9606.ENSP00000386444	0	0	0	0	0.049	0	0	0.477	0.482
CTNNB1	CYP19A1	9606.ENSP00000344456	9606.ENSP00000379683	0	0	0	0	0	0.105	0	0.456	0.492
CTNNB1	SUMO1	9606.ENSP00000344456	9606.ENSP00000376077	0	0	0	0	0.042	0.102	0	0.458	0.493
CTNNB1	FGF17	9606.ENSP00000344456	9606.ENSP00000352414	0	0	0	0	0	0.056	0	0.491	0.499
CTNNB1	EIF6	9606.ENSP00000344456	9606.ENSP00000363574	0	0	0	0	0.066	0.110	0	0.466	0.518
CTNNB1	IGFBP3	9606.ENSP00000344456	9606.ENSP00000370473	0	0	0	0	0	0	0	0.535	0.535
CTNNB1	NF1	9606.ENSP00000344456	9606.ENSP00000351015	0	0	0	0	0	0	0	0.536	0.536
CTNNB1	FGF16	9606.ENSP00000344456	9606.ENSP00000399324	0	0	0	0	0	0.059	0	0.527	0.536
CTNNB1	FURIN	9606.ENSP00000344456	9606.ENSP00000483552	0	0	0	0	0	0.213	0	0.438	0.539
CTNNB1	ITGB3	9606.ENSP00000344456	9606.ENSP00000452786	0	0	0	0	0.108	0.056	0	0.497	0.540
CTNNB1	FGF21	9606.ENSP00000344456	9606.ENSP00000471477	0	0	0	0	0	0.056	0	0.533	0.541
CTNNB1	ITCH	9606.ENSP00000344456	9606.ENSP00000480499	0	0	0	0	0.065	0.157	0	0.466	0.542
CTNNB1	HSF1	9606.ENSP00000344456	9606.ENSP00000431512	0	0	0	0	0.062	0	0	0.535	0.546
CTNNB1	HMGA2	9606.ENSP00000344456	9606.ENSP00000437621	0	0	0	0	0	0.132	0	0.512	0.558
CTNNB1	STAT1	9606.ENSP00000344456	9606.ENSP00000354394	0	0	0	0	0.062	0.110	0	0.525	0.569
CTNNB1	MCL1	9606.ENSP00000344456	9606.ENSP00000358022	0	0	0	0	0.062	0	0	0.563	0.573
CTNNB1	TGFB2	9606.ENSP00000344456	9606.ENSP00000355896	0	0	0	0	0	0.064	0	0.565	0.576
CTNNB1	EIF4E	9606.ENSP00000344456	9606.ENSP00000425561	0	0	0	0	0.062	0.281	0	0.424	0.577
CTNNB1	GRB2	9606.ENSP00000344456	9606.ENSP00000376345	0	0	0	0	0.065	0.077	0	0.551	0.579
CTNNB1	DICER1	9606.ENSP00000344456	9606.ENSP00000437256	0	0	0	0	0.083	0	0	0.566	0.585
CTNNB1	PRKCD	9606.ENSP00000344456	9606.ENSP00000378217	0	0	0	0	0.063	0	0	0.579	0.589
CTNNB1	TRAF6	9606.ENSP00000344456	9606.ENSP00000433623	0	0	0	0	0	0.317	0	0.429	0.593
CTNNB1	FGF9	9606.ENSP00000344456	9606.ENSP00000371790	0	0	0	0	0	0.059	0	0.587	0.594
CTNNB1	SDHC	9606.ENSP00000344456	9606.ENSP00000356953	0	0	0	0	0.076	0	0	0.592	0.607
CTNNB1	CXCR4	9606.ENSP00000344456	9606.ENSP00000386884	0	0	0	0	0	0	0	0.608	0.608
CTNNB1	FOXA2	9606.ENSP00000344456	9606.ENSP00000400341	0	0	0	0	0	0.079	0	0.599	0.615
CTNNB1	GNAS	9606.ENSP00000344456	9606.ENSP00000360141	0	0	0	0	0.064	0	0	0.607	0.616
CTNNB1	XIAP	9606.ENSP00000344456	9606.ENSP00000360242	0	0	0	0	0.062	0	0	0.624	0.633
CTNNB1	JAK2	9606.ENSP00000344456	9606.ENSP00000371067	0	0	0	0	0.066	0.142	0	0.586	0.639
CTNNB1	HSP90AB1	9606.ENSP00000344456	9606.ENSP00000360609	0	0	0	0	0.062	0.424	0	0.388	0.640
CTNNB1	GNB2L1	9606.ENSP00000344456	9606.ENSP00000426909	0	0	0	0	0.062	0.110	0	0.617	0.653
CTNNB1	SMURF1	9606.ENSP00000344456	9606.ENSP00000354621	0	0	0	0	0.064	0.358	0	0.516	0.684
CTNNB1	IL6	9606.ENSP00000344456	9606.ENSP00000385675	0	0	0	0	0	0	0	0.692	0.692
CTNNB1	MTOR	9606.ENSP00000344456	9606.ENSP00000354558	0	0	0	0	0	0.056	0	0.688	0.693
CTNNB1	PAX3	9606.ENSP00000344456	9606.ENSP00000375921	0	0	0	0	0	0.380	0	0.529	0.695
CTNNB1	TNF	9606.ENSP00000344456	9606.ENSP00000398698	0	0	0	0	0	0	0	0.697	0.697
CTNNB1	NRAS	9606.ENSP00000344456	9606.ENSP00000358548	0	0	0	0	0.062	0.143	0	0.659	0.702
CTNNB1	INS	9606.ENSP00000344456	9606.ENSP00000380432	0	0	0	0	0	0	0	0.714	0.714
CTNNB1	MMP9	9606.ENSP00000344456	9606.ENSP00000361405	0	0	0	0	0	0.073	0	0.755	0.763
CTNNB1	ZEB1	9606.ENSP00000344456	9606.ENSP00000354487	0	0	0	0	0	0	0	0.779	0.779
CTNNB1	VAV2	9606.ENSP00000344456	9606.ENSP00000360916	0	0	0	0	0.064	0.059	0.650	0.375	0.781
CTNNB1	FN1	9606.ENSP00000344456	9606.ENSP00000346839	0	0	0	0	0.070	0	0	0.784	0.790
CTNNB1	PTGS2	9606.ENSP00000344456	9606.ENSP00000356438	0	0	0	0	0	0.270	0	0.737	0.800
CTNNB1	NF2	9606.ENSP00000344456	9606.ENSP00000344666	0	0	0	0	0.054	0.302	0	0.724	0.802
CTNNB1	ITGB1	9606.ENSP00000344456	9606.ENSP00000379350	0	0	0	0	0.108	0.056	0	0.794	0.812
CTNNB1	MAPK8	9606.ENSP00000344456	9606.ENSP00000378974	0	0	0	0	0.102	0.501	0	0.625	0.817
CTNNB1	PRKACG	9606.ENSP00000344456	9606.ENSP00000366488	0	0	0	0	0.064	0	0.800	0.117	0.820
CTNNB1	PRKACB	9606.ENSP00000344456	9606.ENSP00000359719	0	0	0	0	0.064	0	0.800	0.265	0.850
CTNNB1	HRAS	9606.ENSP00000344456	9606.ENSP00000407586	0	0	0	0	0.062	0.183	0	0.824	0.854
CTNNB1	SNAI2	9606.ENSP00000344456	9606.ENSP00000380034	0	0	0	0	0	0	0	0.857	0.857
CTNNB1	EFNA1	9606.ENSP00000344456	9606.ENSP00000357392	0	0	0	0	0	0	0.900	0.281	0.925
CTNNB1	YWHAB	9606.ENSP00000344456	9606.ENSP00000361930	0	0	0	0	0.068	0.058	0.900	0.281	0.928
CTNNB1	GNA13	9606.ENSP00000344456	9606.ENSP00000400717	0	0	0	0	0.062	0.213	0.900	0.175	0.931
CTNNB1	IGF2	9606.ENSP00000344456	9606.ENSP00000391826	0	0	0	0	0	0	0.900	0.607	0.959
CTNNB1	VEGFA	9606.ENSP00000344456	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.760	0.975
CTNNB1	PTEN	9606.ENSP00000344456	9606.ENSP00000361021	0	0	0	0	0.062	0.511	0	0.950	0.975
CTNNB1	VDR	9606.ENSP00000344456	9606.ENSP00000447173	0	0	0	0	0	0.056	0	0.985	0.985
CTNNB1	RHOA	9606.ENSP00000344456	9606.ENSP00000400175	0	0	0	0	0.099	0.132	0.900	0.851	0.986
CTNNB1	PTPN1	9606.ENSP00000344456	9606.ENSP00000360683	0	0	0	0	0.065	0.317	0.900	0.844	0.988
CTNNB1	ESR1	9606.ENSP00000344456	9606.ENSP00000405330	0	0	0	0	0	0.345	0	0.988	0.992
CTNNB1	PIK3R1	9606.ENSP00000344456	9606.ENSP00000428056	0	0	0	0	0	0.761	0.900	0.740	0.993
CTNNB1	MYC	9606.ENSP00000344456	9606.ENSP00000479618	0	0	0	0	0	0.507	0.900	0.888	0.994
CTNNB1	HIF1A	9606.ENSP00000344456	9606.ENSP00000437955	0	0	0	0	0.079	0.753	0	0.991	0.997
CTNNB1	CTNND1	9606.ENSP00000344456	9606.ENSP00000382004	0	0	0	0	0.087	0.827	0.900	0.993	0.999
CTNNB1	JUN	9606.ENSP00000344456	9606.ENSP00000360266	0	0	0	0	0	0.182	0.900	0.989	0.999
CTNNB1	FOXO3	9606.ENSP00000344456	9606.ENSP00000385824	0	0	0	0	0	0.589	0.900	0.992	0.999
CTNNB1	FOXO1	9606.ENSP00000344456	9606.ENSP00000368880	0	0	0	0	0	0.244	0.900	0.988	0.999
CTNNB1	YWHAZ	9606.ENSP00000344456	9606.ENSP00000379287	0	0	0	0	0.086	0.700	0.900	0.986	0.999
CTNNB1	SRC	9606.ENSP00000344456	9606.ENSP00000362680	0	0	0	0	0.060	0.711	0.900	0.981	0.999
CTNNB1	YAP1	9606.ENSP00000344456	9606.ENSP00000478927	0	0	0	0	0.087	0.889	0	0.992	0.999
CTNND1	RHOV	9606.ENSP00000382004	9606.ENSP00000220507	0	0	0	0	0	0.150	0	0.391	0.460
CTNND1	HGF	9606.ENSP00000382004	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.324	0.929
CTNND1	SNAI1	9606.ENSP00000382004	9606.ENSP00000244050	0	0	0	0	0	0	0	0.468	0.468
CTNND1	KRAS	9606.ENSP00000382004	9606.ENSP00000256078	0	0	0	0	0.063	0.248	0	0.248	0.424
CTNND1	MAPK3	9606.ENSP00000382004	9606.ENSP00000263025	0	0	0	0	0.051	0.270	0	0.274	0.453
CTNND1	PIK3CA	9606.ENSP00000382004	9606.ENSP00000263967	0	0	0	0	0.064	0.129	0.900	0.148	0.921
CTNND1	EGF	9606.ENSP00000382004	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.455	0.943
CTNND1	PXN	9606.ENSP00000382004	9606.ENSP00000267257	0	0	0	0	0.062	0	0	0.646	0.655
CTNND1	IGF1R	9606.ENSP00000382004	9606.ENSP00000268035	0	0	0	0	0.062	0.059	0.900	0.212	0.921
CTNND1	ERBB2	9606.ENSP00000382004	9606.ENSP00000269571	0	0	0	0	0.098	0	0.800	0.414	0.885
CTNND1	GNA12	9606.ENSP00000382004	9606.ENSP00000275364	0	0	0	0	0.155	0	0.900	0.061	0.913
CTNND1	EGFR	9606.ENSP00000382004	9606.ENSP00000275493	0	0	0	0	0.111	0.872	0.900	0.490	0.993
CTNND1	TJP1	9606.ENSP00000382004	9606.ENSP00000281537	0	0	0	0	0.182	0	0.900	0.893	0.990
CTNND1	IGF1	9606.ENSP00000382004	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.134	0.909
CTNND1	HNF4A	9606.ENSP00000382004	9606.ENSP00000312987	0	0	0	0	0	0	0	0.540	0.540
CTNND1	SOX2	9606.ENSP00000382004	9606.ENSP00000323588	0	0	0	0	0.062	0.270	0	0.210	0.411
CTNND1	GSK3B	9606.ENSP00000382004	9606.ENSP00000324806	0	0	0	0	0.062	0.505	0	0.256	0.625
CTNND1	PTPN11	9606.ENSP00000382004	9606.ENSP00000340944	0	0	0	0	0.064	0.182	0.900	0.325	0.941
CTNND1	PTK2	9606.ENSP00000382004	9606.ENSP00000341189	0	0	0	0	0.105	0	0	0.456	0.493
CTNND1	FN1	9606.ENSP00000382004	9606.ENSP00000346839	0	0	0	0	0.098	0	0	0.469	0.500
